Customer_ID,Sign_up_date,Last_order_placed_date,No_of_orders_placed,Maximum_bill,Minimum_bill,No_of_Review_given,No_of_Comment_added,No_of_Images_added,No_of_issues_raised,Orders_returned,Category_of_customers,Gender,Premium,Gift_card_amount
ID0x20fd,04/27/2015 03:53 PM,12/20/2015 06:26 PM,77,1082.66,239.0,39.0,10,3.0,6,0,Passive,Female,No,61
ID0x767,11/28/2017 10:15 PM,10/19/2020 07:15 AM,174,837.38,245.96,87.0,30,15.0,31,0,Active,Female,No,132
ID0x44f,04/23/2014 06:07 PM,10/06/2016 06:52 AM,23,212.81,191.92,11.0,3,1.0,2,0,Passive,Male,Yes,74
ID0x1a09,01/26/2017 04:42 PM,07/23/2019 05:27 PM,329,826.61,222.1,19.0,8,2.0,1,2,Active,Male,No,47
ID0x522,08/24/2018 05:02 PM,12/23/2020 01:05 AM,68,369.28,108.0,38.0,10,5.0,6,2,Active,Female,No,67
ID0x413,03/18/2016 09:56 AM,05/08/2019 11:28 PM,273,796.96,185.15,147.0,46,37.0,32,8,Active,Female,No,121
ID0x3a00,09/03/2017 04:57 PM,10/08/2018 07:40 AM,23,399.86,238.43,9.0,2,2.0,2,0,Passive,Male,No,26
ID0x1edc,11/12/2019 04:15 AM,01/29/2021 01:15 PM,30,343.87,134.66,9.0,4,2.0,3,0,Active,Female,No,47
ID0x1b9a,05/22/2013 09:43 PM,06/11/2014 04:42 PM,39,903.28,221.81,21.0,6,5.0,6,1,Inactive,Female,No,23
ID0x56a,01/20/2014 09:14 AM,02/21/2016 01:08 PM,63,949.5,112.0,35.0,13,7.0,7,2,Passive,Male,No,71
ID0x31df,10/11/2017 05:41 PM,09/13/2019 08:59 AM,43,893.78,236.38,15.0,8,5.0,7,1,Active,Female,No,56
ID0xc57,11/27/2016 07:26 PM,02/09/2021 04:01 PM,349,133.61,161.9,123.0,51,52.0,47,14,Active,Male,Yes,135
ID0x2526,03/13/2011 12:40 PM,06/05/2011 06:57 AM,43,325.38,112.46,,5,7.0,3,0,Inactive,Male,No,43
ID0x1734,09/27/2012 02:19 PM,02/14/2018 09:30 PM,230,2383.61,294.41,98.0,49,35.0,54,6,Passive,Male,Yes,94
ID0x3fcc,04/23/2013 01:09 PM,03/30/2019 03:18 AM,229,647.56,344.61,75.0,34,20.0,40,3,Active,Female,Yes,168
ID0x3763,10/26/2018 10:31 AM,07/21/2020 11:45 PM,42,563.47,151.48,16.0,9,6.0,4,2,Active,Female,No,24
ID0x3057,07/25/2015 08:54 AM,09/15/2020 06:46 AM,157,1581.32,267.68,86.0,24,28.0,21,4,Active,Male,No,101
ID0x1839,08/24/2015 08:16 AM,02/08/2018 09:17 AM,28,736.16,186.74,13.0,3,1.0,3,0,Passive,Male,No,36
ID0x25dc,04/01/2016 02:43 PM,11/04/2018 01:25 AM,65,482.36,137.0,25.0,14,8.0,12,1,Passive,Female,Yes,71
ID0x3dbe,02/28/2017 08:19 PM,05/19/2017 11:55 AM,27,681.84,111.12,10.0,4,3.0,4,0,Passive,Male,No,29
ID0x35b8,01/27/2020 07:38 PM,09/12/2020 11:49 PM,58,208.28,287.0,32.0,10,6.0,10,13,Active,Female,No,77
ID0x1c02,11/28/2012 05:24 PM,11/22/2017 01:37 PM,154,2483.42,158.99,73.0,25,22.0,6,2,Passive,Female,No,121
ID0x1b7f,07/30/2014 10:25 PM,02/21/2015 04:25 PM,50,701.18,84.46,23.0,7,3.0,10,1,,Male,No,73
ID0x3f26,02/18/2018 11:55 AM,03/19/2020 05:49 AM,76,91.51,119.0,27.0,13,9.0,11,0,Active,Male,No,108
ID0x2064,06/03/2013 02:51 AM,07/31/2015 10:24 PM,73,448.91,157.0,41.0,11,9.0,6,2,Passive,Male,No,62
ID0x190b,12/20/2015 09:21 PM,12/18/2019 06:22 PM,307,2285.06,134.1,121.0,47,19.0,23,13,,Female,No,107
ID0x3f99,09/30/2019 09:26 PM,02/02/2021 12:06 PM,77,399.48,287.0,36.0,9,5.0,3,1,Active,Male,Yes,114
ID0xf0b,07/31/2016 08:21 PM,12/23/2016 12:32 AM,60,653.57,256.0,27.0,14,3.0,6,0,Passive,Male,No,66
ID0x9cb,01/25/2016 03:00 AM,04/07/2018 06:14 AM,41,573.46,140.26,19.0,10,5.0,4,0,Passive,Female,No,39
ID0x185b,10/19/2018 03:15 AM,08/14/2020 06:22 PM,45,735.68,101.17,18.0,10,2.0,10,0,Active,Male,No,63
ID0x278c,05/08/2011 10:05 AM,10/13/2016 10:18 PM,298,2067.32,163.61,165.0,53,18.0,42,8,Passive,Male,No,108
ID0xa6c,11/28/2016 09:13 AM,10/13/2020 03:51 PM,233,2389.06,331.74,97.0,44,12.0,28,6,Active,Male,No,146
ID0x1cb0,12/27/2010 01:59 PM,03/12/2020 04:58 PM,291,876.91,130.85,144.0,59,51.0,56,10,Active,Female,Yes,145
ID0x3027,06/09/2014 10:35 PM,10/29/2017 06:35 PM,92,158.26,268.0,52.0,11,7.0,16,1,Passive,Male,No,69
ID0x27d2,08/01/2017 03:35 AM,10/24/2017 01:08 PM,40,296.48,189.06,18.0,6,2.0,7,1,Passive,Male,No,48
ID0x14b5,01/30/2013 06:36 AM,04/07/2017 02:16 AM,122,1766.1,175.45,48.0,30,9.0,21,4,,Male,No,139
ID0x1c59,02/07/2011 06:05 AM,04/11/2020 08:48 AM,110,2197.39,143.48,49.0,20,18.0,9,15,Active,Male,Yes,89
ID0x2c3d,08/05/2012 10:28 PM,11/22/2017 02:08 AM,101,731.87,206.49,57.0,13,7.0,4,2,Passive,Male,Yes,88
ID0x311a,07/04/2012 10:18 PM,01/30/2021 12:30 PM,103,2399.62,138.89,,12,12.0,14,4,,Female,No,88
ID0x5a3,09/07/2010 05:11 AM,01/16/2019 10:36 AM,289,705.44,292.24,112.0,50,35.0,40,0,Active,Male,No,138
ID0x35ca,12/09/2018 05:56 AM,12/24/2019 01:34 PM,52,329.14,168.0,26.0,12,4.0,10,2,Active,Male,No,87
ID0x1db0,07/04/2015 03:30 PM,01/15/2017 10:19 PM,36,701.18,108.61,19.0,4,3.0,2,1,Passive,Male,Yes,85
ID0x1831,04/06/2018 01:55 AM,12/09/2018 07:28 AM,47,901.08,141.28,16.0,5,6.0,9,2,Passive,Female,No,37
ID0x9f8,01/22/2011 03:26 PM,07/11/2011 12:40 PM,43,409.18,226.77,15.0,6,6.0,3,0,Inactive,Male,No,47
ID0x2db2,11/11/2014 09:34 AM,02/15/2021 10:10 AM,237,1710.79,313.33,130.0,52,27.0,22,13,Active,Male,Yes,142
ID0xe6e,03/15/2015 07:19 PM,01/14/2016 07:33 PM,57,780.91,237.0,29.0,14,7.0,9,2,Passive,Male,Yes,59
ID0x3794,05/24/2011 04:12 AM,08/15/2020 09:37 AM,154,176.04,186.54,54.0,81,27.0,32,5,Active,Male,No,91
ID0x8da,02/26/2014 01:58 AM,07/23/2015 02:33 PM,70,511.47,179.0,27.0,16,8.0,6,4,Passive,Male,No,65
ID0x2635,10/13/2015 12:04 AM,05/30/2020 05:27 PM,107,1002.99,245.51,58.0,14,15.0,16,4,Active,Male,Yes,79
ID0x12b4,04/17/2013 04:40 PM,06/22/2017 09:07 AM,247,216.02,177.06,,33,16.0,13,3,Passive,Female,No,144
ID0x3a01,11/26/2015 05:20 PM,07/02/2018 12:14 PM,77,480.86,120.0,30.0,11,4.0,17,2,Passive,Male,No,77
ID0x3e2c,09/28/2019 09:14 AM,05/03/2020 05:15 PM,37,,139.42,12.0,9,4.0,2,2,Active,Male,No,53
ID0x3b49,10/24/2010 08:09 AM,12/09/2010 10:46 PM,75,999.12,214.0,43.0,13,,8,0,Inactive,Male,Yes,65
ID0x2dfb,03/18/2016 08:56 AM,,193,889.3,256.66,88.0,28,,8,4,Active,Female,Yes,78
ID0x2b3d,07/15/2012 05:37 PM,12/26/2016 02:51 PM,73,1030.06,87.0,39.0,12,5.0,11,2,Passive,Male,No,73
ID0xa3c,10/30/2019 02:33 PM,07/31/2020 07:07 PM,54,410.42,200.0,20.0,13,3.0,7,0,Active,Female,No,76
ID0x329e,08/23/2014 02:14 PM,06/24/2018 01:33 PM,320,1365.2,241.96,141.0,41,37.0,44,2,Passive,Female,No,88
ID0x1a0e,01/03/2020 04:40 PM,03/05/2020 11:11 PM,79,672.76,212.0,39.0,9,11.0,12,1,Active,Male,No,70
ID0x2f58,12/24/2013 01:58 AM,01/16/2016 07:30 AM,48,187.96,75.61,24.0,9,4.0,6,0,Passive,Female,No,78
ID0x1075,01/07/2019 07:07 PM,,331,335.91,164.22,8.0,3,2.0,4,0,Active,Male,No,61
ID0x3ff9,07/24/2014 10:33 AM,07/10/2019 12:13 AM,307,932.94,214.52,128.0,77,32.0,24,10,Active,Female,No,98
ID0x535,08/05/2018 05:53 AM,11/17/2019 04:26 AM,63,921.53,142.0,35.0,7,10.0,8,1,Active,Female,No,76
ID0x1686,11/28/2014 08:51 AM,05/03/2018 07:03 AM,311,2500.24,187.99,179.0,44,28.0,33,5,Passive,Male,No,83
ID0x793,12/01/2018 02:08 AM,11/27/2019 12:48 PM,63,469.66,129.0,,14,9.0,13,3,Active,Male,No,100
ID0x1eb1,11/20/2010 07:05 AM,01/01/2016 10:44 PM,211,1262.12,224.84,89.0,35,27.0,47,7,Passive,Male,No,116
ID0x3e11,01/27/2011 07:30 AM,01/12/2015 02:35 PM,105,1490.89,241.49,48.0,24,9.0,23,5,Passive,Male,Yes,72
ID0x1073,10/04/2019 03:49 AM,09/07/2020 10:00 AM,48,406.63,197.57,25.0,11,7.0,7,2,Active,Male,No,26
ID0x1780,08/25/2017 02:21 AM,04/09/2019 01:18 PM,77,329.96,243.0,32.0,17,4.0,14,4,Active,Male,No,97
ID0x959,07/11/2012 09:18 PM,02/26/2015 04:50 PM,25,235.39,92.47,12.0,4,2.0,3,0,,Female,No,37
ID0x1f26,02/07/2018 02:46 AM,07/10/2019 05:37 PM,48,154.07,90.39,19.0,6,8.0,4,0,Active,Female,No,23
ID0x2c46,08/02/2010 11:27 PM,01/06/2019 08:46 PM,216,1137.16,166.21,72.0,42,14.0,8,9,Active,Male,No,149
ID0x13db,10/14/2015 02:12 AM,04/20/2020 12:38 PM,260,1169.36,305.42,89.0,59,38.0,49,14,Active,Male,No,100
ID0x9ce,06/17/2013 11:03 PM,01/29/2017 10:36 AM,266,855.46,111.41,119.0,35,28.0,19,8,Passive,Male,Yes,82
ID0xbe0,01/10/2012 01:38 AM,02/19/2021 01:57 PM,202,1686.06,309.36,70.0,43,23.0,11,3,Active,Female,Yes,166
ID0x1b5b,05/20/2017 08:15 AM,04/07/2019 06:32 AM,46,710.46,96.02,19.0,6,2.0,7,1,Active,Male,Yes,61
ID0x3428,10/13/2017 02:50 PM,03/31/2019 07:58 AM,45,275.64,181.81,24.0,7,7.0,10,1,,Female,No,23
ID0x244a,08/04/2012 04:21 PM,02/08/2015 09:21 AM,34,719.53,224.53,12.0,5,5.0,6,1,Passive,Female,No,27
ID0x2647,02/27/2019 05:10 AM,09/19/2019 09:58 PM,78,1164.12,137.0,30.0,17,7.0,7,1,Active,Male,No,67
ID0x2d6d,12/19/2017 11:14 AM,01/06/2021 01:14 PM,186,876.53,302.16,91.0,22,27.0,37,10,,Male,Yes,78
ID0x1a9e,09/13/2014 05:40 AM,09/12/2016 06:50 PM,77,805.24,199.0,42.0,9,12.0,12,3,Passive,Male,Yes,66
ID0x4e2,04/28/2018 06:17 PM,01/05/2020 09:31 PM,80,733.65,125.0,25.0,13,7.0,18,2,Active,Male,No,70
ID0x259c,05/16/2019 07:04 PM,09/24/2020 08:04 PM,70,661.65,261.0,25.0,10,4.0,5,3,Active,Female,Yes,110
ID0x351d,07/03/2017 07:59 AM,10/10/2019 02:46 AM,21,203.37,170.56,10.0,2,2.0,3,0,Active,Female,No,21
ID0x1168,07/08/2017 09:24 AM,09/06/2018 09:12 PM,61,93.22,195.0,23.0,13,6.0,10,0,Passive,Male,No,39
ID0xd4e,06/30/2019 10:02 PM,04/22/2020 03:00 AM,51,511.48,275.0,18.0,6,5.0,11,2,,Male,No,65
ID0xa3b,04/15/2013 06:31 AM,04/04/2020 11:36 PM,306,2022.92,207.77,165.0,55,39.0,65,1,Active,Male,Yes,151
ID0x5b2,03/27/2013 11:05 AM,10/16/2015 08:15 AM,27,818.15,228.11,9.0,6,4.0,2,0,Passive,Female,Yes,85
ID0x147b,05/01/2011 01:38 AM,11/24/2012 04:05 AM,45,80.26,156.98,14.0,6,3.0,3,0,Inactive,Male,No,34
ID0x598,07/10/2010 04:47 PM,12/11/2010 08:08 PM,330,245.92,148.47,9.0,3,2.0,5,0,Inactive,Male,Yes,55
ID0x27cb,09/15/2012 02:08 AM,05/29/2014 05:12 PM,37,328.2,93.26,20.0,4,5.0,3,0,Inactive,Female,No,31
ID0x2e10,03/27/2012 08:09 PM,02/06/2017 02:02 PM,241,606.33,238.46,96.0,34,26.0,26,8,Passive,Male,No,70
ID0x64c,12/27/2010 11:12 AM,05/08/2015 06:34 PM,229,1791.72,120.06,129.0,44,30.0,31,2,Passive,Male,No,82
ID0x3f31,09/17/2015 09:25 PM,08/14/2016 10:32 PM,70,621.16,180.0,27.0,73,4.0,12,1,,Female,Yes,95
ID0x2a7b,03/11/2013 08:40 PM,10/22/2018 06:51 AM,187,193.99,295.68,85.0,42,23.0,9,8,Passive,Female,No,141
ID0x78d,10/25/2018 01:40 AM,02/09/2021 07:38 PM,46,859.12,107.69,20.0,11,4.0,56,0,Active,Male,Yes,70
ID0x210c,07/28/2016 11:16 AM,09/10/2016 07:37 AM,32,,126.08,14.0,7,2.0,7,0,Passive,Male,No,20
ID0xc8f,09/14/2018 02:28 PM,10/22/2020 02:55 PM,28,667.92,143.96,16.0,65,1.0,5,0,,Male,No,69
ID0xb26,08/01/2018 08:52 AM,12/04/2018 08:26 PM,55,972.85,170.0,18.0,10,4.0,9,0,Passive,Male,No,74
ID0x3894,08/09/2014 11:23 PM,09/19/2019 10:56 AM,93,552.78,281.0,49.0,15,16.0,18,4,Active,Female,No,90
ID0x30f0,11/25/2019 05:40 AM,08/06/2020 04:21 PM,49,416.02,118.61,25.0,11,5.0,6,2,,Male,No,25
ID0x1c7f,10/07/2018 11:27 PM,11/09/2018 10:57 PM,70,1032.78,271.0,40.0,9,10.0,12,3,Passive,Male,No,28
ID0x1a68,12/19/2019 06:58 AM,,57,246.12,262.0,29.0,8,5.0,2,2,Active,Male,No,70
ID0x3840,02/15/2018 10:29 PM,01/09/2019 04:30 PM,55,,208.0,25.0,11,8.0,2,0,Active,Female,No,96
ID0x298c,03/29/2015 09:21 PM,09/10/2017 05:56 AM,78,780.02,86.0,39.0,19,5.0,6,3,Passive,Female,Yes,54
ID0x391a,07/20/2010 06:55 AM,04/27/2011 10:12 AM,55,911.76,254.0,19.0,11,6.0,6,1,Inactive,Male,No,42
ID0x1eb9,09/16/2012 12:14 AM,09/16/2014 07:13 PM,27,832.39,154.37,10.0,5,3.0,4,0,Inactive,Male,No,40
ID0x3e42,06/16/2013 01:59 AM,12/25/2020 03:50 AM,345,1505.68,238.93,144.0,74,20.0,70,10,Active,Male,Yes,100
ID0x28ad,07/03/2013 04:18 AM,05/07/2014 05:51 AM,61,563.46,259.0,24.0,11,9.0,12,1,Inactive,Female,No,44
ID0x2190,10/19/2016 07:39 AM,08/25/2018 02:58 AM,58,1094.59,251.0,30.0,13,7.0,9,3,Passive,Male,No,27
ID0x1af8,02/16/2019 11:21 PM,02/17/2020 06:59 PM,49,701.26,204.61,16.0,6,2.0,7,2,Active,Female,Yes,71
ID0x1f32,03/15/2014 11:31 AM,03/26/2018 03:32 AM,196,2360.73,318.08,86.0,37,24.0,45,26,Passive,Male,No,146
ID0x3b53,02/10/2013 04:39 PM,03/06/2016 04:00 PM,74,413.75,244.0,31.0,14,5.0,3,0,Passive,Male,No,42
ID0x2e78,05/07/2016 05:22 AM,01/19/2019 11:47 AM,20,513.39,170.69,6.0,3,3.0,4,13,Active,Male,No,64
ID0x13c4,03/02/2014 02:30 AM,02/12/2017 04:27 PM,97,1097.18,165.0,47.0,19,12.0,4,4,Passive,Male,No,65
ID0x3d9c,09/01/2018 01:42 AM,05/30/2020 03:28 PM,50,78.5,150.64,23.0,12,7.0,6,0,Active,Female,No,38
ID0x1828,07/14/2012 10:27 PM,01/11/2013 10:53 PM,29,696.35,144.34,9.0,6,1.0,5,0,Inactive,Female,Yes,82
ID0x878,08/21/2014 04:41 PM,03/12/2020 03:51 PM,136,,168.38,45.0,31,15.0,18,8,Active,Male,Yes,117
ID0x223e,04/09/2011 05:23 AM,,210,1186.17,292.01,77.0,40,22.0,31,7,Passive,Female,No,75
ID0x24d3,02/05/2019 07:08 AM,11/04/2019 08:05 AM,80,825.25,283.0,31.0,19,14.0,56,2,Active,Male,No,78
ID0x30b2,04/10/2017 02:56 AM,02/12/2020 12:42 AM,298,554.08,149.27,159.0,50,31.0,40,10,Active,Male,No,133
ID0x3968,,08/16/2020 06:01 AM,42,756.7,77.48,22.0,6,7.0,8,2,Active,Female,Yes,65
ID0x3632,02/16/2013 02:42 AM,11/23/2015 10:56 PM,74,855.27,175.0,27.0,11,10.0,6,2,Passive,Male,No,60
ID0x3cfe,12/04/2010 04:22 PM,04/21/2011 01:59 AM,76,214.58,194.0,33.0,15,12.0,8,0,Inactive,Male,No,22
ID0x2fa1,07/07/2013 05:22 AM,05/03/2016 07:03 PM,270,1535.74,118.86,141.0,53,23.0,51,6,Passive,Female,No,86
ID0x990,11/26/2019 04:43 PM,05/21/2020 09:27 PM,55,172.7,120.0,25.0,13,8.0,2,1,Active,Female,No,99
ID0x2d23,09/19/2012 01:17 PM,04/07/2018 10:23 AM,324,1028.12,338.15,140.0,77,46.0,47,9,Passive,Male,No,82
ID0x11b2,02/15/2017 08:54 PM,06/02/2020 12:06 AM,179,2479.44,302.79,75.0,29,20.0,8,9,Active,Male,No,89
ID0x2b8c,07/06/2012 03:04 PM,10/22/2020 07:14 AM,140,635.12,120.62,59.0,21,23.0,16,2,Active,Female,Yes,104
ID0x3573,09/06/2019 08:43 AM,06/12/2020 03:27 AM,60,663.3,240.0,27.0,13,5.0,11,0,Active,Male,No,113
ID0x3214,11/13/2012 01:21 PM,08/01/2014 12:21 PM,55,713.85,102.0,31.0,9,8.0,7,1,Inactive,Female,No,26
ID0x1879,12/29/2016 07:19 PM,,61,279.0,244.0,25.0,15,3.0,6,1,Active,Female,No,117
ID0xaaf,12/23/2015 03:06 PM,07/12/2017 01:07 AM,329,341.56,164.83,8.0,2,3.0,1,0,,Male,No,26
ID0x2f4d,07/04/2010 12:24 AM,12/11/2019 12:25 AM,106,2302.43,309.05,42.0,25,9.0,25,1,Active,Female,No,88
ID0x1491,07/04/2019 04:57 PM,09/27/2020 04:38 AM,48,704.9,150.15,,7,6.0,2,14,Active,Male,No,65
ID0x9bf,12/12/2016 07:46 AM,01/17/2020 12:56 PM,116,1366.78,201.93,59.0,27,16.0,19,6,,Male,No,93
ID0x3bba,12/21/2019 03:53 PM,07/02/2020 08:19 PM,60,262.93,95.0,31.0,7,3.0,5,0,Active,Female,No,77
ID0x2324,10/23/2015 09:42 PM,03/04/2018 07:23 AM,31,206.84,178.03,13.0,4,4.0,2,1,Passive,Male,No,11
ID0x7a2,11/16/2012 11:35 PM,04/09/2020 11:07 PM,155,1401.59,193.68,79.0,35,15.0,13,2,Active,Male,No,76
ID0xa0b,11/23/2016 11:55 PM,01/12/2020 05:56 AM,298,2517.44,127.48,108.0,38,27.0,38,6,Active,Female,No,123
ID0x1c1a,04/01/2018 08:26 PM,12/15/2018 09:35 PM,33,336.84,91.92,14.0,5,1.0,3,1,Passive,Male,Yes,63
ID0x42b,04/18/2012 04:01 AM,06/25/2014 11:32 AM,22,335.05,113.93,10.0,2,1.0,1,0,Inactive,Male,No,27
ID0x2f12,10/14/2010 11:35 AM,08/05/2013 11:32 AM,155,1155.88,98.5,83.0,31,16.0,9,1,Inactive,Male,No,77
ID0x18c4,08/24/2017 03:22 PM,02/03/2020 01:00 AM,39,500.6,173.51,19.0,10,5.0,6,1,Active,Male,Yes,51
ID0x1aea,11/14/2010 04:03 PM,,163,346.01,165.97,54.0,29,10.0,20,9,Passive,Male,No,100
ID0x34b4,01/06/2013 05:17 AM,04/16/2016 01:24 PM,155,2625.02,163.21,75.0,20,19.0,28,8,,Male,Yes,124
ID0x31c9,04/18/2014 11:59 PM,11/07/2019 10:43 PM,145,194.22,259.88,52.0,34,8.0,28,6,Active,Male,No,147
ID0x616,07/04/2012 09:16 PM,09/17/2019 05:11 PM,235,1450.81,156.71,91.0,29,26.0,23,3,,Male,Yes,191
ID0x560,10/29/2014 03:59 AM,02/12/2018 02:52 PM,164,252.48,182.64,86.0,26,19.0,9,7,Passive,Male,No,91
ID0x930,,01/25/2018 03:52 AM,118,2614.41,310.51,40.0,29,6.0,17,1,Passive,Male,No,115
ID0x1a9a,09/22/2017 07:49 AM,05/31/2018 01:30 AM,62,361.46,161.0,28.0,13,7.0,3,2,Passive,Male,No,73
ID0x10b9,02/14/2015 04:22 AM,01/24/2019 06:17 PM,262,2461.29,314.18,132.0,47,29.0,15,0,Active,Male,No,117
ID0x1f80,08/12/2013 10:43 PM,05/28/2014 07:14 AM,51,109.1,184.0,28.0,9,8.0,2,1,Inactive,Male,Yes,64
ID0x1d39,02/06/2016 04:46 PM,04/17/2020 12:00 PM,302,1307.63,87.01,111.0,77,29.0,55,5,Active,Male,No,107
ID0x340b,04/23/2015 06:02 AM,08/05/2015 03:41 PM,21,308.68,147.63,9.0,2,3.0,1,1,Passive,Male,Yes,58
ID0x3dee,10/27/2015 05:23 PM,11/23/2018 12:19 AM,320,177.56,156.57,108.0,77,,15,8,Passive,Male,No,131
ID0x3984,08/20/2011 02:37 PM,02/10/2021 08:53 PM,247,971.69,90.32,118.0,46,43.0,10,11,Active,Female,No,81
ID0x2872,11/10/2015 11:37 PM,05/14/2018 01:58 PM,27,107.76,178.72,11.0,4,2.0,5,1,Passive,Male,No,15
ID0x31a9,07/16/2017 08:16 PM,07/03/2020 07:09 PM,236,797.54,182.69,94.0,38,39.0,50,13,Active,Female,No,126
ID0x10bc,02/01/2020 02:34 PM,05/12/2020 06:58 PM,35,191.82,103.15,18.0,4,5.0,4,1,Active,Male,Yes,56
ID0x2afb,10/15/2010 12:55 PM,06/05/2017 07:51 PM,347,1066.3,285.67,157.0,66,23.0,60,4,Passive,Female,No,138
ID0x2cec,04/26/2017 04:40 PM,11/19/2017 04:12 AM,361,1139.12,223.0,25.0,15,4.0,13,1,Passive,Male,Yes,51
ID0x32ee,06/18/2012 05:22 PM,12/28/2018 04:27 AM,283,673.3,107.82,124.0,45,30.0,35,1,Passive,Male,No,145
ID0x33ae,07/31/2013 02:49 PM,10/16/2020 01:26 AM,140,414.61,211.98,57.0,35,10.0,15,2,Active,Male,No,139
ID0x1ed8,02/21/2015 11:37 AM,02/19/2016 07:04 PM,33,221.8,174.46,15.0,7,3.0,4,0,Passive,Female,No,14
ID0x1404,10/01/2011 11:19 AM,05/02/2012 01:15 PM,52,103.26,109.0,18.0,12,4.0,11,0,Inactive,Male,No,30
ID0x2d84,06/07/2012 04:56 AM,04/24/2020 09:33 PM,83,1161.52,199.0,45.0,17,10.0,11,1,Active,Female,Yes,110
ID0x1538,11/08/2013 09:26 PM,08/23/2015 01:26 AM,72,1034.16,110.0,38.0,16,10.0,3,1,Passive,Male,No,45
ID0x2bd0,11/11/2011 01:08 PM,04/22/2020 11:58 AM,97,804.35,205.0,55.0,24,14.0,21,4,Active,Male,No,109
ID0x2515,08/04/2016 01:12 PM,12/09/2016 07:54 AM,52,387.96,239.0,28.0,7,5.0,11,0,,Male,No,20
ID0x80f,11/28/2017 09:44 PM,07/21/2020 10:24 AM,30,408.6,83.07,10.0,5,5.0,7,0,Active,Female,No,76
ID0x3758,05/16/2018 03:28 PM,11/19/2019 06:32 AM,328,335.02,229.11,13.0,6,2.0,5,0,Active,Male,Yes,62
ID0x2c41,10/24/2013 04:13 PM,11/28/2017 07:09 AM,212,2177.76,107.16,98.0,30,,44,8,,Male,No,125
ID0x35a3,12/27/2013 06:20 AM,10/25/2014 01:46 AM,22,880.07,161.78,7.0,3,1.0,1,1,Inactive,Male,Yes,80
ID0x18a1,08/01/2013 07:14 PM,06/05/2019 10:06 PM,81,616.33,182.0,44.0,10,11.0,10,1,Active,Female,Yes,71
ID0x1156,09/07/2014 10:19 AM,06/04/2018 03:07 AM,208,1404.02,254.03,117.0,38,15.0,32,8,,Male,No,144
ID0x1304,03/28/2015 02:57 PM,11/23/2016 09:26 PM,50,587.81,124.89,27.0,9,6.0,8,0,Passive,Female,Yes,65
ID0x299b,12/17/2016 11:16 AM,11/22/2017 01:36 AM,80,456.77,105.0,36.0,15,9.0,8,2,Passive,Male,No,67
ID0x3def,,01/07/2015 02:45 PM,62,591.33,280.0,20.0,13,10.0,11,1,Passive,Male,No,44
ID0x3bc4,12/07/2018 01:43 AM,07/17/2020 03:28 PM,78,1006.09,95.0,,15,9.0,5,3,Active,Female,No,70
ID0x2efc,07/27/2011 01:43 AM,01/23/2019 12:53 AM,342,2575.96,118.74,123.0,44,37.0,60,19,Active,Male,No,100
ID0xe58,10/19/2016 06:38 PM,06/02/2017 10:05 PM,45,324.0,187.41,17.0,11,4.0,3,0,Passive,Male,No,27
ID0x3194,10/30/2011 09:08 AM,10/24/2019 05:46 PM,343,655.45,311.57,129.0,50,35.0,30,0,Active,Male,Yes,196
ID0x29cc,09/17/2012 03:50 AM,06/21/2017 02:13 PM,227,215.34,107.35,111.0,29,21.0,48,0,Passive,Male,No,89
ID0x202a,03/22/2015 12:05 PM,08/20/2019 04:46 PM,230,1370.31,115.55,94.0,51,31.0,17,1,Active,Female,No,78
ID0x65e,03/01/2019 06:09 PM,11/04/2019 05:36 PM,74,1157.07,186.0,28.0,10,11.0,15,0,Active,Female,Yes,115
ID0x19b7,03/07/2019 02:30 PM,01/25/2021 08:40 AM,47,546.12,224.59,16.0,6,5.0,6,0,Active,Male,Yes,95
ID0x37fb,11/30/2018 08:44 AM,,30,186.5,94.22,13.0,5,2.0,2,13,Active,Male,Yes,74
ID0x2db1,10/08/2011 04:09 AM,06/05/2020 09:43 PM,281,907.37,306.77,128.0,46,47.0,59,10,Active,Female,No,80
ID0x3adb,04/18/2018 03:22 PM,05/13/2019 07:20 AM,54,576.72,190.0,29.0,7,8.0,10,0,Active,Male,No,79
ID0x3b33,07/15/2013 04:16 PM,08/05/2016 10:55 PM,241,279.47,283.36,81.0,59,12.0,56,1,Passive,Male,No,72
ID0xa68,12/22/2013 01:05 AM,05/16/2020 05:25 PM,124,2081.6,116.58,63.0,26,15.0,18,5,Active,Male,No,93
ID0x1854,07/04/2019 07:34 AM,12/05/2019 10:11 PM,45,797.39,155.4,14.0,10,5.0,7,14,Active,Male,Yes,70
ID0x1824,06/24/2013 03:45 PM,01/19/2014 12:42 PM,39,718.84,123.17,20.0,9,4.0,1,0,Inactive,Male,No,46
ID0x2829,07/29/2016 07:16 AM,10/02/2020 12:17 AM,219,158.93,107.91,72.0,56,,11,7,Active,Male,No,128
ID0xc0a,12/19/2012 08:21 PM,08/12/2014 07:37 PM,64,111.13,199.0,28.0,10,5.0,56,2,Inactive,Male,No,20
ID0x34db,11/11/2019 12:16 PM,04/10/2020 10:10 AM,75,343.36,122.0,,19,12.0,13,1,Active,Female,Yes,102
ID0x789,04/22/2017 10:56 PM,03/13/2019 10:59 AM,69,279.0,171.0,,9,11.0,8,3,Active,Male,Yes,82
ID0x51d,04/08/2015 08:49 PM,07/11/2020 02:26 PM,231,1882.32,243.91,97.0,30,23.0,49,5,Active,Male,Yes,182
